HOME_TEAM_ID,GAME_ID,SEASON,HOME_W,HOME_LAST_GAME_HOME_WIN_PCTG,HOME_LAST_GAME_AWAY_WIN_PCTG,HOME_LAST_GAME_TOTAL_WIN_PCTG,HOME_NUM_REST_DAYS,HOME_IS_BACK_TO_BACK,HOME_LAST_GAME_ROLLING_OE,HOME_LAST_GAME_ROLLING_SCORING_MARGIN,HOME_LAST_GAME_ROLLING_FG_PCT,HOME_LAST_GAME_LAST_3_WINS,AWAY_TEAM_ID,AWAY_LAST_GAME_HOME_WIN_PCTG,AWAY_LAST_GAME_AWAY_WIN_PCTG,AWAY_LAST_GAME_TOTAL_WIN_PCTG,AWAY_NUM_REST_DAYS,AWAY_IS_BACK_TO_BACK,AWAY_LAST_GAME_ROLLING_OE,AWAY_LAST_GAME_ROLLING_SCORING_MARGIN,AWAY_LAST_GAME_ROLLING_FG_PCT,AWAY_LAST_GAME_LAST_3_WINS,H2H_HOME_WIN_PCT,H2H_HOME_AVG_MARGIN,WIN_PCTG_DIFF,OE_DIFF,SCORING_MARGIN_DIFF,REST_DIFF,HOME_ADVANTAGE,FG_PCT_DIFF,FORM_DIFF
1610612737,21700072,2017-18,0,0.0,0.25,0.25,1.0,1,0.5005618739443796,-8.0,0.41980000000000006,0.0,1610612743,0.5,0.0,0.3333333333333333,2.0,0,0.5299213152831573,-3.75,0.44275,1.0,0.5,0.0,-0.08333333333333331,-0.02935944133877777,-4.25,-1.0,-0.25,-0.022949999999999915,-1.0
1610612737,21700085,2017-18,0,0.0,0.2,0.2,2.0,0,0.4864025819089813,-10.2,0.4008,0.0,1610612749,0.6666666666666666,1.0,0.75,3.0,0,0.545376858106216,-1.2,0.4828,2.0,0.5,0.0,-0.55,-0.058974276197234665,-9.0,-1.0,-0.2,-0.08200000000000002,-2.0
1610612737,21700123,2017-18,0,0.0,0.2,0.14285714285714285,2.0,0,0.5142905741733099,-8.4,0.4378,0.0,1610612745,0.3333333333333333,0.8,0.625,2.0,0,0.5034743703113855,3.4,0.4358000000000001,1.0,0.5,0.0,-0.48214285714285715,0.01081620386192439,-11.8,0.0,-0.2,0.0019999999999999463,-1.0
1610612737,21700146,2017-18,0,0.0,0.16666666666666666,0.1111111111111111,1.0,1,0.5292346519996259,-7.8,0.4556,1.0,1610612738,0.75,0.8,0.7777777777777778,1.0,1,0.5603087954011631,14.0,0.45039999999999997,3.0,0.5,0.0,-0.6666666666666667,-0.031074143401537135,-21.8,0.0,-0.16666666666666666,0.005200000000000038,-2.0
1610612737,21700204,2017-18,1,0.0,0.2222222222222222,0.15384615384615385,2.0,0,0.5421768700622123,-5.6,0.46440000000000003,0.0,1610612758,0.4,0.14285714285714285,0.25,2.0,0,0.5217468788525895,-9.0,0.4408,1.0,0.5,0.0,-0.09615384615384615,0.020429991209622744,3.4000000000000004,0.0,-0.2222222222222222,0.02360000000000001,-1.0
1610612737,21700230,2017-18,0,0.0,0.2,0.14285714285714285,3.0,0,0.5696427882659012,3.2,0.49559999999999993,1.0,1610612738,0.8571428571428571,0.875,0.8666666666666667,2.0,0,0.47596389639858055,5.2,0.38580000000000003,3.0,0.5,0.0,-0.7238095238095239,0.09367889186732065,-2.0,1.0,-0.2,0.1097999999999999,-2.0
1610612737,21700256,2017-18,0,0.16666666666666666,0.2,0.1875,2.0,0,0.5555642050717011,0.8,0.4824,1.0,1610612746,0.375,0.3333333333333333,0.35714285714285715,4.0,0,0.5066111580462468,-8.2,0.43100000000000005,0.0,0.5,0.0,-0.16964285714285715,0.04895304702545433,9.0,-2.0,-0.033333333333333354,0.051399999999999946,1.0
1610612737,21700268,2017-18,1,0.16666666666666666,0.18181818181818182,0.17647058823529413,2.0,0,0.5789675034225257,2.0,0.4968,0.0,1610612752,0.7,0.2,0.5333333333333333,2.0,0,0.5509714607702685,2.8,0.44299999999999995,2.0,0.5,0.0,-0.35686274509803917,0.02799604265225719,-0.7999999999999998,0.0,-0.015151515151515166,0.05380000000000007,-2.0
1610612737,21700280,2017-18,0,0.14285714285714285,0.18181818181818182,0.16666666666666666,1.0,1,0.5910202341193241,4.6,0.4998,1.0,1610612761,0.8571428571428571,0.5,0.6470588235294118,1.0,1,0.5672527071880895,6.0,0.5038,1.0,0.5,0.0,-0.48039215686274517,0.023767526931234628,-1.4000000000000004,0.0,-0.038961038961038974,-0.0040000000000000036,0.0
1610612737,21700313,2017-18,0,0.25,0.18181818181818182,0.21052631578947367,5.0,0,0.5352948742079177,-11.4,0.4426,1.0,1610612739,0.6,0.7,0.65,2.0,0,0.5778905531199109,14.4,0.49559999999999993,3.0,0.5,0.0,-0.43947368421052635,-0.04259567891199323,-25.8,3.0,0.06818181818181818,-0.052999999999999936,-2.0
1610612737,21700342,2017-18,0,0.2,0.18181818181818182,0.19047619047619047,2.0,0,0.549893690234307,-6.0,0.4596,1.0,1610612751,0.4444444444444444,0.3333333333333333,0.38095238095238093,2.0,0,0.5573110836373381,-2.6,0.4586,1.0,0.5,0.0,-0.19047619047619047,-0.007417393403031047,-3.4,0.0,0.018181818181818188,0.0010000000000000009,0.0
1610612737,21700378,2017-18,1,0.18181818181818182,0.25,0.21739130434782608,3.0,0,0.5041368569864486,-10.6,0.4274,1.0,1610612753,0.5454545454545454,0.3333333333333333,0.4230769230769231,1.0,1,0.519609232122601,-7.2,0.44299999999999995,1.0,0.5,0.0,-0.205685618729097,-0.015472375136152405,-3.3999999999999995,2.0,-0.06818181818181818,-0.015599999999999947,0.0
1610612737,21700413,2017-18,0,0.25,0.21428571428571427,0.23076923076923078,2.0,0,0.5440402378428855,-6.0,0.4514,1.0,1610612765,0.6666666666666666,0.42857142857142855,0.5384615384615384,2.0,0,0.48384944418563797,-8.0,0.3852,0.0,0.5,0.0,-0.30769230769230765,0.0601907936572475,2.0,0.0,0.035714285714285726,0.06620000000000004,1.0
